event_date,year,month_number,season,num_incidents,num_injured,num_killed,num_injured_or_killed,days_since_prev_incident
14-Oct-18,2018,10,Fall,3,7,5,12,1
15-Oct-18,2018,10,Fall,1,0,5,5,1
16-Oct-18,2018,10,Fall,1,4,0,4,1
21-Oct-18,2018,10,Fall,2,8,2,10,5
22-Oct-18,2018,10,Fall,1,6,0,6,1
24-Oct-18,2018,10,Fall,1,5,0,5,2
26-Oct-18,2018,10,Fall,1,3,1,4,2
27-Oct-18,2018,10,Fall,2,12,11,23,1
28-Oct-18,2018,10,Fall,1,2,2,4,1
29-Oct-18,2018,10,Fall,1,7,0,7,1
30-Oct-18,2018,10,Fall,2,8,2,10,1
31-Oct-18,2018,10,Fall,1,3,1,4,1
1-Nov-18,2018,11,Fall,2,7,2,9,1
2-Nov-18,2018,11,Fall,2,9,3,12,1
3-Nov-18,2018,11,Fall,1,5,0,5,1
7-Nov-18,2018,11,Fall,1,2,13,15,4
11-Nov-18,2018,11,Fall,1,1,3,4,4
12-Nov-18,2018,11,Fall,1,1,3,4,1
13-Nov-18,2018,11,Fall,2,3,6,9,1
14-Nov-18,2018,11,Fall,1,1,3,4,1
16-Nov-18,2018,11,Fall,1,1,3,4,2
18-Nov-18,2018,11,Fall,1,4,1,5,2
19-Nov-18,2018,11,Fall,2,4,5,9,1
21-Nov-18,2018,11,Fall,1,4,0,4,2
22-Nov-18,2018,11,Fall,1,2,3,5,1
23-Nov-18,2018,11,Fall,1,5,2,7,1
25-Nov-18,2018,11,Fall,3,9,3,12,2
26-Nov-18,2018,11,Fall,1,4,0,4,1
1-Dec-18,2018,12,Winter,1,5,0,5,5
8-Dec-18,2018,12,Winter,2,10,0,10,7
9-Dec-18,2018,12,Winter,2,7,1,8,1
11-Dec-18,2018,12,Winter,1,3,1,4,2
13-Dec-18,2018,12,Winter,1,4,0,4,2
14-Dec-18,2018,12,Winter,1,3,1,4,1
15-Dec-18,2018,12,Winter,1,5,0,5,1
18-Dec-18,2018,12,Winter,1,5,0,5,3
22-Dec-18,2018,12,Winter,1,4,0,4,4
23-Dec-18,2018,12,Winter,1,7,0,7,1
24-Dec-18,2018,12,Winter,1,2,2,4,1
28-Dec-18,2018,12,Winter,1,1,4,5,4
29-Dec-18,2018,12,Winter,1,3,1,4,1
31-Dec-18,2018,12,Winter,1,2,3,5,2
1-Jan-19,2019,1,Winter,2,10,0,10,1
2-Jan-19,2019,1,Winter,1,3,1,4,1
3-Jan-19,2019,1,Winter,1,3,1,4,1
4-Jan-19,2019,1,Winter,2,6,6,12,1
6-Jan-19,2019,1,Winter,1,4,0,4,2
13-Jan-19,2019,1,Winter,1,5,1,6,7
15-Jan-19,2019,1,Winter,1,4,1,5,2
16-Jan-19,2019,1,Winter,2,6,4,10,1
17-Jan-19,2019,1,Winter,1,1,3,4,1
19-Jan-19,2019,1,Winter,5,16,7,23,2
20-Jan-19,2019,1,Winter,1,4,0,4,1
23-Jan-19,2019,1,Winter,1,0,5,5,3
24-Jan-19,2019,1,Winter,2,2,8,10,1
26-Jan-19,2019,1,Winter,4,12,6,18,2
27-Jan-19,2019,1,Winter,1,5,0,5,1
28-Jan-19,2019,1,Winter,1,4,2,6,1
1-Feb-19,2019,2,Winter,1,4,0,4,4
3-Feb-19,2019,2,Winter,2,5,6,11,2
4-Feb-19,2019,2,Winter,2,9,0,9,1
5-Feb-19,2019,2,Winter,1,2,2,4,1
6-Feb-19,2019,2,Winter,1,3,1,4,1
9-Feb-19,2019,2,Winter,1,4,0,4,3
11-Feb-19,2019,2,Winter,1,0,5,5,2
15-Feb-19,2019,2,Winter,1,6,6,12,4
16-Feb-19,2019,2,Winter,1,0,5,5,1
17-Feb-19,2019,2,Winter,3,12,3,15,1
20-Feb-19,2019,2,Winter,1,4,0,4,3
21-Feb-19,2019,2,Winter,3,8,5,13,1
22-Feb-19,2019,2,Winter,1,2,2,4,1
28-Feb-19,2019,2,Winter,1,3,1,4,6
2-Mar-19,2019,3,Spring,1,4,1,5,2
3-Mar-19,2019,3,Spring,2,10,0,10,1
10-Mar-19,2019,3,Spring,2,8,1,9,7
11-Mar-19,2019,3,Spring,1,4,0,4,1
14-Mar-19,2019,3,Spring,1,3,1,4,3
15-Mar-19,2019,3,Spring,1,4,2,6,1
16-Mar-19,2019,3,Spring,1,3,1,4,1
17-Mar-19,2019,3,Spring,3,11,1,12,1
19-Mar-19,2019,3,Spring,1,4,2,6,2
24-Mar-19,2019,3,Spring,2,12,1,13,5
25-Mar-19,2019,3,Spring,1,5,0,5,1
28-Mar-19,2019,3,Spring,1,4,0,4,3
31-Mar-19,2019,3,Spring,3,15,2,17,3
2-Apr-19,2019,4,Spring,2,9,0,9,2
4-Apr-19,2019,4,Spring,2,5,4,9,2
6-Apr-19,2019,4,Spring,2,10,0,10,2
7-Apr-19,2019,4,Spring,4,19,2,21,1
9-Apr-19,2019,4,Spring,1,3,1,4,2
11-Apr-19,2019,4,Spring,3,9,5,14,2
12-Apr-19,2019,4,Spring,1,4,0,4,1
13-Apr-19,2019,4,Spring,1,4,0,4,1
14-Apr-19,2019,4,Spring,3,9,3,12,1
16-Apr-19,2019,4,Spring,1,3,1,4,2
18-Apr-19,2019,4,Spring,1,4,0,4,2
19-Apr-19,2019,4,Spring,1,4,0,4,1
20-Apr-19,2019,4,Spring,2,9,0,9,1
21-Apr-19,2019,4,Spring,1,4,0,4,1
27-Apr-19,2019,4,Spring,3,12,2,14,6
28-Apr-19,2019,4,Spring,4,18,5,23,1
30-Apr-19,2019,4,Spring,1,4,2,6,2
1-May-19,2019,5,Spring,1,3,1,4,1
3-May-19,2019,5,Spring,3,12,1,13,2
4-May-19,2019,5,Spring,4,16,2,18,1
5-May-19,2019,5,Spring,2,10,1,11,1
7-May-19,2019,5,Spring,1,8,1,9,2
8-May-19,2019,5,Spring,1,4,0,4,1
10-May-19,2019,5,Spring,2,11,0,11,2
11-May-19,2019,5,Spring,2,8,0,8,1
13-May-19,2019,5,Spring,2,5,4,9,2
14-May-19,2019,5,Spring,1,4,0,4,1
15-May-19,2019,5,Spring,1,4,0,4,1
16-May-19,2019,5,Spring,1,4,0,4,1
17-May-19,2019,5,Spring,1,3,1,4,1
18-May-19,2019,5,Spring,7,32,8,40,1
19-May-19,2019,5,Spring,1,5,0,5,1
20-May-19,2019,5,Spring,3,10,3,13,1
25-May-19,2019,5,Spring,5,29,4,33,5
26-May-19,2019,5,Spring,3,11,2,13,1
27-May-19,2019,5,Spring,3,12,3,15,1
29-May-19,2019,5,Spring,2,5,4,9,2
30-May-19,2019,5,Spring,1,5,0,5,1
31-May-19,2019,5,Spring,2,7,14,21,1
1-Jun-19,2019,6,Summer,6,24,2,26,1
5-Jun-19,2019,6,Summer,1,4,0,4,4
6-Jun-19,2019,6,Summer,1,3,1,4,1
7-Jun-19,2019,6,Summer,1,5,0,5,1
8-Jun-19,2019,6,Summer,2,6,5,11,1
9-Jun-19,2019,6,Summer,3,10,2,12,1
11-Jun-19,2019,6,Summer,2,6,2,8,2
12-Jun-19,2019,6,Summer,1,3,1,4,1
15-Jun-19,2019,6,Summer,1,4,0,4,3
16-Jun-19,2019,6,Summer,3,17,2,19,1
17-Jun-19,2019,6,Summer,2,9,0,9,1
18-Jun-19,2019,6,Summer,1,4,1,5,1
20-Jun-19,2019,6,Summer,1,10,0,10,2
21-Jun-19,2019,6,Summer,4,12,6,18,1
22-Jun-19,2019,6,Summer,3,12,1,13,1
23-Jun-19,2019,6,Summer,5,19,10,29,1
26-Jun-19,2019,6,Summer,2,7,1,8,3
27-Jun-19,2019,6,Summer,1,7,0,7,1
28-Jun-19,2019,6,Summer,5,25,0,25,1
29-Jun-19,2019,6,Summer,4,20,0,20,1
30-Jun-19,2019,6,Summer,4,17,2,19,1
1-Jul-19,2019,7,Summer,1,4,0,4,1
2-Jul-19,2019,7,Summer,1,4,0,4,1
3-Jul-19,2019,7,Summer,1,3,2,5,1
4-Jul-19,2019,7,Summer,4,14,2,16,1
5-Jul-19,2019,7,Summer,4,18,1,19,1
6-Jul-19,2019,7,Summer,2,4,5,9,1
7-Jul-19,2019,7,Summer,5,23,0,23,1
8-Jul-19,2019,7,Summer,1,2,2,4,1
11-Jul-19,2019,7,Summer,1,4,0,4,3
13-Jul-19,2019,7,Summer,2,11,1,12,2
14-Jul-19,2019,7,Summer,1,4,0,4,1
15-Jul-19,2019,7,Summer,1,4,0,4,1
16-Jul-19,2019,7,Summer,1,4,0,4,1
17-Jul-19,2019,7,Summer,1,3,1,4,1
18-Jul-19,2019,7,Summer,1,3,1,4,1
20-Jul-19,2019,7,Summer,3,14,1,15,2
21-Jul-19,2019,7,Summer,2,8,0,8,1
25-Jul-19,2019,7,Summer,1,2,4,6,4
26-Jul-19,2019,7,Summer,1,3,1,4,1
27-Jul-19,2019,7,Summer,2,14,2,16,1
28-Jul-19,2019,7,Summer,5,28,11,39,1
30-Jul-19,2019,7,Summer,1,5,0,5,2
2-Aug-19,2019,8,Summer,1,3,2,5,3
3-Aug-19,2019,8,Summer,1,24,22,46,1
4-Aug-19,2019,8,Summer,4,43,12,55,1
5-Aug-19,2019,8,Summer,2,7,1,8,1
7-Aug-19,2019,8,Summer,1,2,2,4,2
9-Aug-19,2019,8,Summer,1,4,0,4,2
10-Aug-19,2019,8,Summer,2,8,0,8,1
11-Aug-19,2019,8,Summer,1,6,0,6,1
